eBird English Name 2023,eBird English Name 2022,eBird Scientific Name 2022,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,Order,Family,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,One Percent Population Threshold
Bengal Bushlark,Bengal Bushlark,Mirafra assamica,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Alaudidae (Larks),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Jerdon's Bushlark,Jerdon's Bushlark,Mirafra affinis,Low,Stable,Stable,Large,Passeriformes,Alaudidae (Larks),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Indian Bushlark,Indian Bushlark,Mirafra erythroptera,Moderate,Decline,Decline,Large,Passeriformes,Alaudidae (Larks),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Horned Lark,Horned Lark,Eremophila alpestris,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Greater Short-toed Lark,Greater Short-toed Lark,Calandrella brachydactyla,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Alaudidae (Larks),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Mongolian Short-toed Lark,Mongolian Short-toed Lark,Calandrella dukhunensis,,,,,Passeriformes,Alaudidae (Larks),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Hume's Lark,Hume's Lark,Calandrella acutirostris,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Bimaculated Lark,Bimaculated Lark,Melanocorypha bimaculata,,,,,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Tibetan Lark,Tibetan Lark,Melanocorypha maxima,,,,,Passeriformes,Alaudidae (Larks),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Turkestan Short-toed Lark,Turkestan Short-toed Lark,Alaudala heinei,,,,,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Sand Lark,Sand Lark,Alaudala raytal,Moderate,Decline,Stable,Moderate,Passeriformes,Alaudidae (Larks),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Eurasian Skylark,Eurasian Skylark,Alauda arvensis,,,,,Passeriformes,Alaudidae (Larks),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Oriental Skylark,Oriental Skylark,Alauda gulgula,High,Rapid Decline,Rapid Decline,Large,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Crested Lark,Crested Lark,Galerida cristata,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Alaudidae (Larks),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Malabar Lark,Malabar Lark,Galerida malabarica,Moderate,Rapid Decline,Trend Inconclusive,Moderate,Passeriformes,Alaudidae (Larks),Omnivore,Mainland India,TRUE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Tawny Lark,Tawny Lark,Galerida deva,Low,Trend Inconclusive,Stable,Large,Passeriformes,Alaudidae (Larks),Omnivore,Mainland India,TRUE,TRUE,FALSE,Grassland & Scrub,Resident,FALSE,Least Concern,Schedule-II,,,
Common Tailorbird,Common Tailorbird,Orthotomus sutorius,Low,Increase,Rapid Increase,Very Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Dark-necked Tailorbird,Dark-necked Tailorbird,Orthotomus atrogularis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Himalayan Prinia,Himalayan Prinia,Prinia crinigera,Low,Stable,Trend Inconclusive,Moderate,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-throated Prinia,Black-throated Prinia,Prinia atrogularis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Eastern Himalayas,FALSE,FALSE,TRUE,Grassland & Scrub,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Rufous-crowned Prinia,Rufous-crowned Prinia,Prinia khasiana,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Himalayas,FALSE,FALSE,FALSE,Grassland & Scrub,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Hill Prinia,Hill Prinia,Prinia superciliaris,,,,,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Gray-crowned Prinia,Gray-crowned Prinia,Prinia cinereocapilla,High,Insufficient Data,Trend Inconclusive,Very Restricted,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,TRUE,Grassland & Scrub,Resident,FALSE,Vulnerable,Schedule-I,,Appendix II,
Rufous-fronted Prinia,Rufous-fronted Prinia,Prinia buchanani,Moderate,Rapid Decline,Trend Inconclusive,Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Grassland & Scrub,Resident,FALSE,Least Concern,Schedule-I,,Appendix II,
Rufescent Prinia,Rufescent Prinia,Prinia rufescens,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Gray-breasted Prinia,Gray-breasted Prinia,Prinia hodgsonii,Low,Trend Inconclusive,Trend Inconclusive,Very Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Delicate Prinia,Delicate Prinia,Prinia lepida,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Not Recognised,Schedule-II,,Appendix II,
Jungle Prinia,Jungle Prinia,Prinia sylvatica,Low,Stable,Trend Inconclusive,Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Yellow-bellied Prinia,Yellow-bellied Prinia,Prinia flaviventris,Low,Rapid Increase,Trend Inconclusive,Moderate,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Ashy Prinia,Ashy Prinia,Prinia socialis,Low,Rapid Increase,Increase,Very Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Plain Prinia,Plain Prinia,Prinia inornata,Low,Rapid Increase,Stable,Very Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Zitting Cisticola,Zitting Cisticola,Cisticola juncidis,Low,Stable,Stable,Very Large,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Golden-headed Cisticola,Golden-headed Cisticola,Cisticola exilis,Moderate,Insufficient Data,Trend Inconclusive,Restricted,Passeriformes,Cisticolidae (Cisticolas and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Thick-billed Warbler,Thick-billed Warbler,Arundinax aedon,Moderate,Decline,Trend Inconclusive,Moderate,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Booted Warbler,Booted Warbler,Iduna caligata,Low,Stable,Stable,Large,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Sykes's Warbler,Sykes's Warbler,Iduna rama,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-browed Reed Warbler,Black-browed Reed Warbler,Acrocephalus bistrigiceps,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Moustached Warbler,Moustached Warbler,Acrocephalus melanopogon,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Sedge Warbler,Sedge Warbler,Acrocephalus schoenobaenus,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Paddyfield Warbler,Paddyfield Warbler,Acrocephalus agricola,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blunt-winged Warbler,Blunt-winged Warbler,Acrocephalus concinens,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blyth's Reed Warbler,Blyth's Reed Warbler,Acrocephalus dumetorum,Low,Stable,Stable,Very Large,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Large-billed Reed Warbler,Large-billed Reed Warbler,Acrocephalus orinus,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Great Reed Warbler,Great Reed Warbler,Acrocephalus arundinaceus,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Oriental Reed Warbler,Oriental Reed Warbler,Acrocephalus orientalis,,,,,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Clamorous Reed Warbler,Clamorous Reed Warbler,Acrocephalus stentoreus,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Pallas's Grasshopper Warbler,Pallas's Grasshopper Warbler,Helopsaltes certhiola,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Lanceolated Warbler,Lanceolated Warbler,Locustella lanceolata,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Brown Bush Warbler,Brown Bush Warbler,Locustella luteoventris,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Common Grasshopper Warbler,Common Grasshopper Warbler,Locustella naevia,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Long-billed Bush Warbler,Long-billed Bush Warbler,Locustella major,High,Insufficient Data,Insufficient Data,Very Restricted,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Summer Migrant,FALSE,Near Threatened,Schedule-II,,Appendix II,
Chinese Bush Warbler,Chinese Bush Warbler,Locustella tacsanowskia,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Baikal Bush Warbler,Baikal Bush Warbler,Locustella davidi,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
West Himalayan Bush Warbler,West Himalayan Bush Warbler,Locustella kashmirensis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Western Himalayas,FALSE,FALSE,TRUE,Grassland & Scrub,Within-India Migrant,FALSE,Least Concern,Schedule-I,,Appendix II,
Spotted Bush Warbler,Spotted Bush Warbler,Locustella thoracica,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Local Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Russet Bush Warbler,Russet Bush Warbler,Locustella mandelli,,,,,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Broad-tailed Grassbird,Broad-tailed Grassbird,Schoenicola platyurus,High,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Grassland & Scrub,Resident & Local Migrant,FALSE,Vulnerable,Schedule-I,,Appendix II,
Bristled Grassbird,Bristled Grassbird,Schoenicola striatus,High,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Wetland,Within-India Migrant,FALSE,Vulnerable,Schedule-I,,Appendix II,
Striated Grassbird,Striated Grassbird,Cincloramphus palustris,Low,Stable,Trend Inconclusive,Moderate,Passeriformes,Locustellidae (Grassbirds and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Scaly-breasted Cupwing,Scaly-breasted Cupwing,Pnoepyga albiventer,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Pnoepygidae (Cupwings),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Immaculate Cupwing,Immaculate Cupwing,Pnoepyga immaculata,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Pnoepygidae (Cupwings),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Pygmy Cupwing,Pygmy Cupwing,Pnoepyga pusilla,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Pnoepygidae (Cupwings),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Gray-throated Martin,Gray-throated Martin,Riparia chinensis,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,
Bank Swallow,Bank Swallow,Riparia riparia,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Pale Martin,Pale Sand Martin,Riparia diluta,,,,,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Eurasian Crag-Martin,Eurasian Crag-Martin,Ptyonoprogne rupestris,High,Rapid Decline,Decline,Moderate,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Summer Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Dusky Crag-Martin,Dusky Crag-Martin,Ptyonoprogne concolor,Moderate,Decline,Trend Inconclusive,Very Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Barn Swallow,Barn Swallow,Hirundo rustica,Moderate,Trend Inconclusive,Decline,Very Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Wire-tailed Swallow,Wire-tailed Swallow,Hirundo smithii,Low,Stable,Stable,Very Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Hill Swallow,Hill Swallow,Hirundo domicola,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Hirundinidae (Swallows),Invertebrate,Western Ghats & Sri Lanka,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Not Recognised,Schedule-II,,,
Pacific Swallow,Pacific Swallow,Hirundo tahitica,,,,,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,,,
Red-rumped Swallow,Red-rumped Swallow,Cecropis daurica,Low,Decline,Stable,Very Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Striated Swallow,Striated Swallow,Cecropis striolata,,,,,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Not Recognised,Schedule-II,,,
Streak-throated Swallow,Streak-throated Swallow,Petrochelidon fluvicola,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Local Migrant,FALSE,Least Concern,Schedule-II,,,
Western House-Martin,Common House-Martin,Delichon urbicum,,,,,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Siberian House-Martin,Common House-Martin,Delichon urbicum,,,,,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Asian House-Martin,Asian House-Martin,Delichon dasypus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Nepal House-Martin,Nepal House-Martin,Delichon nipalense,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Hirundinidae (Swallows),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Gray-headed Bulbul,Gray-headed Bulbul,Brachypodius priocephalus,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,Pycnonotidae (Bulbuls),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Near Threatened,Schedule-II,,,
Black-headed Bulbul,Black-headed Bulbul,Brachypodius melanocephalos,,,,,Passeriformes,Pycnonotidae (Bulbuls),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Andaman Bulbul,Andaman Bulbul,Brachypodius fuscoflavescens,Moderate,Insufficient Data,Trend Inconclusive,Restricted,Passeriformes,Pycnonotidae (Bulbuls),Fruit & Nect,Andaman Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Least Concern,Schedule-II,,,
Black-crested Bulbul,Black-crested Bulbul,Rubigula flaviventris,Low,Stable,Stable,Moderate,Passeriformes,Pycnonotidae (Bulbuls),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Flame-throated Bulbul,Flame-throated Bulbul,Rubigula gularis,Moderate,Decline,Stable,Moderate,Passeriformes,Pycnonotidae (Bulbuls),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Crested Finchbill,Crested Finchbill,Spizixos canifrons,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Pycnonotidae (Bulbuls),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Striated Bulbul,Striated Bulbul,Pycnonotus striatus,Moderate,Insufficient Data,Decline,Moderate,Passeriformes,Pycnonotidae (Bulbuls),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
